,make_model,power_kW,mileage,age,engine_size,type
13875,Ford Mustang,331.0,19750.0,2.0,5038.0,Used
13876,Ford Mustang,331.0,14987.0,4.0,4951.0,Used
13877,Ford Mustang,330.0,3000.0,0.0,5038.0,Employee's car
13878,Ford Mustang,331.0,250.0,0.0,5038.0,Pre-registered
13879,Ford Mustang,330.0,1850.0,0.0,5038.0,Used
13880,Ford Mustang,151.0,142429.0,15.0,4009.0,Used
13881,Ford Mustang,157.0,117835.0,16.0,4009.0,Used
13882,Ford Mustang,213.0,43286.0,3.0,2300.0,Demonstration
13883,Ford Mustang,310.0,24994.0,5.0,4951.0,Used
13885,Ford Mustang,330.0,100.0,0.0,5038.0,Used
13886,Ford Mustang,330.0,100.0,0.0,5000.0,Used
13888,Ford Mustang,231.0,78967.0,7.0,2261.0,Used
13889,Ford Mustang,233.0,31322.0,6.0,2261.0,Used
13890,Ford Mustang,310.0,16600.0,14.0,4606.0,Used
13891,Ford Mustang,336.0,27000.0,3.0,5038.0,Used
13892,Ford Mustang,308.0,66000.0,7.0,4951.0,Used
13893,Ford Mustang,231.0,48000.0,7.0,2300.0,Used
13894,Ford Mustang,310.0,28000.0,5.0,4951.0,Used
13895,Ford Mustang,308.0,25000.0,5.0,4951.0,Used
13896,Ford Mustang,310.0,71000.0,5.0,4951.0,Used
13897,Ford Focus,100.0,158000.0,14.0,1997.0,Used
13898,Ford Mustang,336.0,22000.0,3.0,5038.0,Used
13899,Ford Mustang,232.0,31480.0,5.0,5038.0,Used
13900,Ford Mustang,231.0,83346.0,6.0,2261.0,Used
13901,Ford Mustang,231.0,83346.0,6.0,2261.0,Used
13903,Ford Mustang,227.0,60000.0,11.0,3720.0,Used
13904,Ford Mustang,331.0,26000.0,3.0,5038.0,Used
13905,Ford Mustang,308.0,38000.0,5.0,4951.0,Used
13906,Ford Mustang,331.0,7200.0,3.0,5038.0,Used
13909,Ford Mustang,330.0,10.0,0.0,5038.0,Pre-registered
13910,Ford Mustang,310.0,72000.0,10.0,5038.0,Used
13911,Ford Mustang,233.0,37300.0,6.0,2261.0,Used
13912,Ford Mustang,308.0,88824.0,5.0,4951.0,Used
13914,Ford Mustang,331.0,40600.0,16.0,5038.0,Used
13915,Ford Mustang,310.0,111000.0,4.0,2300.0,Used
13918,Ford Mustang,310.0,65500.0,11.0,4952.0,Used
13919,Ford Mustang,232.0,105291.0,7.0,2261.0,Used
13920,Ford Mustang,224.0,26000.0,17.0,4606.0,Used
13921,Ford Mustang,227.0,208000.0,9.0,3731.0,Used
13922,Ford Mustang,235.0,17800.0,13.0,4606.0,Used
13923,Ford Mustang,338.0,67000.0,3.0,4949.0,Used
13924,Ford Mustang,154.0,125000.0,14.0,4000.0,Used
13925,Ford Mustang,331.0,66500.0,16.0,4600.0,Used
13926,Ford Mustang,331.0,53000.0,3.0,4951.0,Used
13927,Ford Mustang,228.0,80388.0,8.0,3720.0,Used
13928,Ford Mustang,310.0,210000.0,9.0,4951.0,Used
13929,Ford Mustang,336.0,28000.0,3.0,5038.0,Used
13930,Ford Mustang,310.0,62000.0,14.0,5038.0,Used
13931,Ford Mustang,233.0,42000.0,4.0,2261.0,Used
13932,Ford Mustang,331.0,11300.0,2.0,5038.0,Used
13933,Ford Mustang,224.0,85000.0,15.0,5000.0,Used
13934,Ford Mustang,310.0,34600.0,9.0,5812.0,Used
13935,Ford Mustang,310.0,49500.0,12.0,5400.0,Used
13936,Ford Mustang,224.0,72000.0,16.0,4606.0,Used
13937,Ford Mustang,227.0,71800.0,6.0,3595.0,Used
13938,Ford Mustang,310.0,3800.0,1.0,2300.0,Used
13939,Ford Mustang,331.0,6050.0,4.0,5038.0,Used
13940,Ford Mustang,85.0,32000.0,7.0,5038.0,Used
13941,Ford Mustang,233.0,40787.0,5.0,2261.0,Used
13942,Ford Mustang,330.0,9500.0,1.0,5038.0,Used
13943,Ford Mustang,330.0,1700.0,2.0,5038.0,Used
13944,Ford Mustang,331.0,63854.0,3.0,5038.0,Used
13945,Ford Mustang,310.0,104983.0,4.0,5038.0,Used
13946,Ford Mustang,331.0,31802.0,4.0,5038.0,Used
13947,Ford Mustang,233.0,131000.0,4.0,2261.0,Used
13948,Ford Mustang,331.0,12800.0,1.0,5038.0,Used
13949,Ford Mustang,310.0,30000.0,5.0,4951.0,Used
13950,Ford Mustang,331.0,82851.0,3.0,5038.0,Used
13951,Ford Mustang,310.0,14300.0,5.0,4951.0,Used
13952,Ford Mustang,310.0,44000.0,5.0,5038.0,Used
13953,Ford Mustang,224.0,109000.0,17.0,4606.0,Used
13954,Ford Mustang,228.0,79000.0,5.0,2294.0,Used
13955,Ford Mustang,224.0,166560.0,8.0,3700.0,Used
13956,Ford Mustang,310.0,14040.0,3.0,5038.0,Used
13957,Ford Mustang,310.0,180602.0,16.0,4601.0,Used
13958,Ford Mustang,224.0,100000.0,16.0,4600.0,Used
13959,Ford Mustang,310.0,59000.0,4.0,4951.0,Used
13960,Ford Mustang,232.0,55600.0,12.0,4605.0,Used
13961,Ford Mustang,310.0,68600.0,9.0,5038.0,Used
13962,Ford Mustang,331.0,20520.0,3.0,5038.0,Used
13963,Ford Mustang,331.0,9150.0,4.0,4951.0,Used
13964,Ford Mustang,224.0,43000.0,6.0,2300.0,Used
13965,Ford Mustang,227.0,109000.0,10.0,3731.0,Used
13966,Ford Mustang,331.0,33242.0,4.0,5038.0,Used
13967,Ford Mustang,228.0,72000.0,7.0,3700.0,Used
13969,Ford Mustang,224.0,100000.0,16.0,4606.0,Used
13970,Ford Mustang,331.0,5943.0,2.0,5038.0,Used
13972,Ford Mustang,330.0,2500.0,1.0,5038.0,Used
13973,Ford Mustang,331.0,45000.0,4.0,5038.0,Used
13974,Ford Mustang,233.0,33700.0,6.0,2300.0,Used
13975,Ford Mustang,331.0,3411.0,2.0,5038.0,Used
13976,Ford Mustang,331.0,22940.0,4.0,5038.0,Used
13977,Ford Mustang,213.0,22500.0,2.0,2300.0,Used
13978,Ford Mustang,310.0,48781.0,3.0,5038.0,Used
13979,Ford Mustang,331.0,33600.0,3.0,5038.0,Used
13980,Ford Mustang,310.0,34500.0,7.0,4951.0,Used
13981,Ford Mustang,310.0,26400.0,6.0,4951.0,Used
13982,Ford Mustang,330.0,25000.0,2.0,5038.0,Used
13983,Ford Mustang,331.0,59909.0,4.0,4951.0,Used
13984,Ford Mustang,310.0,69000.0,15.0,5409.0,Used
13985,Ford Focus,107.0,104000.0,12.0,1999.0,Used
13986,Ford Mustang,310.0,72500.0,11.0,4951.0,Used
13987,Ford Mustang,154.0,163872.0,15.0,4009.0,Used
13988,Ford Mustang,224.0,99500.0,8.0,3700.0,Used
13989,Ford Mustang,233.0,100616.0,7.0,3720.0,Used
13990,Ford Mustang,331.0,16673.0,4.0,5038.0,Used
13991,Ford Mustang,228.0,79000.0,5.0,2294.0,Used
13992,Ford Mustang,213.0,40708.0,3.0,2261.0,Used
13993,Ford Mustang,233.0,31000.0,2.0,2261.0,Used
13994,Ford Mustang,310.0,68700.0,3.0,4951.0,Used
13995,Ford Mustang,227.0,132087.0,8.0,3731.0,Used
13996,Ford Mustang,331.0,5300.0,1.0,5038.0,Used
13997,Ford Mustang,224.0,82100.0,16.0,4606.0,Used
13998,Ford Mustang,331.0,33000.0,3.0,5038.0,Used
13999,Ford Mustang,233.0,82524.0,5.0,2261.0,Used
14000,Ford Mustang,310.0,33800.0,4.0,5083.0,Used
14001,Ford Mustang,213.0,46205.0,4.0,2261.0,Used
14002,Ford Mustang,310.0,78000.0,5.0,4951.0,Used
14003,Ford Mustang,310.0,115000.0,13.0,5400.0,Used
14004,Ford Mustang,331.0,6800.0,2.0,5038.0,Used
14006,Ford Mustang,224.0,109000.0,9.0,3700.0,Used
14007,Ford Mustang,310.0,78700.0,6.0,4951.0,Used
14008,Ford Mustang,331.0,10000.0,3.0,5038.0,Used
14009,Ford Mustang,331.0,13893.0,3.0,5038.0,Used
14010,Ford Mustang,310.0,34660.0,7.0,4952.0,Used
14011,Ford Mustang,157.0,69856.0,16.0,4009.0,Used
14012,Ford Mustang,310.0,127761.0,5.0,4951.0,Used
14013,Ford Mustang,157.0,56016.0,11.0,4009.0,Used
14014,Ford Mustang,180.0,105000.0,6.0,2261.0,Used
14015,Ford Mustang,310.0,113979.0,7.0,4951.0,Used
14016,Ford Mustang,331.0,8400.0,3.0,5038.0,Used
14018,Ford Mustang,233.0,27000.0,5.0,2300.0,Used
14020,Ford Mustang,331.0,32000.0,3.0,5038.0,Used
14021,Ford Mustang,231.0,85700.0,7.0,2300.0,Used
14022,Ford Mustang,233.0,60000.0,3.0,2261.0,Used
14023,Ford Mustang,224.0,139852.0,7.0,3720.0,Used
14024,Ford Mustang,225.0,116000.0,7.0,2300.0,Used
14025,Ford Mustang,331.0,46184.0,2.0,5038.0,Used
14026,Ford Mustang,227.0,101500.0,8.0,3726.0,Used
14027,Ford Mustang,233.0,28000.0,7.0,2300.0,Used
14028,Ford Mustang,235.0,35203.0,13.0,4606.0,Used
14029,Ford Mustang,227.0,143000.0,11.0,3726.0,Used
14030,Ford Mustang,310.0,182000.0,10.0,5000.0,Used
14031,Ford Mustang,151.0,82452.0,15.0,3998.0,Used
14032,Ford Mustang,331.0,17000.0,3.0,5038.0,Used
14033,Ford Mustang,227.0,138000.0,9.0,3700.0,Used
14034,Ford Mustang,310.0,57000.0,5.0,4951.0,Used
14035,Ford Mustang,233.0,39600.0,5.0,2300.0,Used
14036,Ford Mustang,331.0,79100.0,3.0,5038.0,Used
14037,Ford Mustang,310.0,43000.0,4.0,5038.0,Used
14038,Ford Mustang,310.0,8550.0,6.0,4951.0,Used
14039,Ford Mustang,233.0,95000.0,4.0,2261.0,Used
14040,Ford Mustang,224.0,82125.0,10.0,3720.0,Used
14041,Ford Mustang,224.0,53000.0,5.0,3726.0,Used
14042,Ford Mustang,310.0,72500.0,11.0,4951.0,Used
14043,Ford Mustang,213.0,28859.0,3.0,2261.0,Used
14044,Ford Mustang,157.0,234000.0,16.0,4006.0,Used
14045,Ford Mustang,233.0,38000.0,4.0,2261.0,Used
14046,Ford Mustang,233.0,5346.0,5.0,2300.0,Used
14047,Ford Mustang,336.0,42837.0,5.0,4951.0,Used
14048,Ford Mustang,233.0,41400.0,5.0,2300.0,Used
14049,Ford Mustang,310.0,67125.0,6.0,4951.0,Used
14050,Ford Mustang,331.0,25480.0,3.0,5038.0,Used
14051,Ford Mustang,310.0,35022.0,5.0,4951.0,Used
14052,Ford Mustang,331.0,8720.0,2.0,5038.0,Used
14053,Ford Mustang,227.0,74400.0,9.0,3731.0,Used
14054,Ford Mustang,330.0,33000.0,4.0,5038.0,Used
14055,Ford Mustang,310.0,84000.0,7.0,4951.0,Used
14056,Ford Mustang,227.0,112000.0,9.0,3731.0,Used
14057,Ford Mustang,310.0,37800.0,6.0,4951.0,Used
14058,Ford Mustang,331.0,22603.0,4.0,5038.0,Used
14059,Ford Mustang,331.0,25350.0,4.0,5038.0,Used
14060,Ford Mustang,331.0,37245.0,4.0,5038.0,Used
14061,Ford Mustang,213.0,9000.0,1.0,2300.0,Used
14062,Ford Mustang,223.0,149876.0,6.0,3720.0,Used
14063,Ford Mustang,310.0,21000.0,2.0,2261.0,Used
14064,Ford Mustang,231.0,24100.0,6.0,2300.0,Used
14065,Ford Mustang,310.0,121000.0,9.0,4951.0,Used
14066,Ford Mustang,308.0,48000.0,6.0,4951.0,Used
14067,Ford Mustang,213.0,23877.0,2.0,2261.0,Used
14068,Ford Mustang,310.0,17000.0,6.0,4951.0,Used
14069,Ford Mustang,231.0,22000.0,1.0,2261.0,Used
14070,Ford Mustang,231.0,79982.0,4.0,2261.0,Used
14071,Ford Mustang,330.0,8750.0,1.0,5038.0,Used
14072,Ford Mustang,331.0,32028.0,4.0,5038.0,Used
14073,Ford Mustang,320.0,15800.0,4.0,5000.0,Used
14074,Ford Mustang,310.0,13869.0,7.0,4951.0,Used
14075,Ford Mustang,233.0,67432.0,4.0,2261.0,Used
14076,Ford Mustang,233.0,54270.0,6.0,2261.0,Used
14077,Ford Mustang,331.0,21800.0,4.0,5038.0,Used
14078,Ford Mustang,330.0,62500.0,4.0,5038.0,Used
14079,Ford Mustang,310.0,107000.0,6.0,4951.0,Used
14080,Ford Mustang,331.0,28924.0,4.0,5038.0,Used
14081,Ford Mustang,310.0,70000.0,6.0,4951.0,Used
14082,Ford Mustang,224.0,109000.0,17.0,4606.0,Used
14083,Ford Mustang,224.0,134000.0,14.0,4600.0,Used
14084,Ford Mustang,310.0,22460.0,5.0,5038.0,Used
14085,Ford Mustang,310.0,29600.0,6.0,4951.0,Used
14086,Ford Mustang,231.0,133431.0,6.0,2261.0,Used
14088,Ford Mustang,233.0,78188.0,5.0,2300.0,Used
14089,Ford Mustang,233.0,31057.0,7.0,2300.0,Used
14090,Ford Mustang,331.0,38823.0,2.0,4951.0,Used
14091,Ford Mustang,338.0,1953.0,1.0,5038.0,Pre-registered
14092,Ford Mustang,338.0,12500.0,2.0,5038.0,Used
14093,Ford Mustang,231.0,15000.0,5.0,2300.0,Used
14094,Ford Mustang,331.0,39990.0,6.0,4951.0,Used
14095,Ford Mustang,331.0,33900.0,5.0,5038.0,Used
14096,Ford Mustang,331.0,24690.0,3.0,5038.0,Used
14097,Ford Mustang,338.0,7265.0,2.0,5038.0,Used
14098,Ford Mustang,225.0,125000.0,9.0,3726.0,Used
14099,Ford Mustang,331.0,4611.0,3.0,5038.0,Used
14100,Ford Mustang,213.0,21323.0,4.0,2261.0,Used
14101,Ford Mustang,338.0,42561.0,2.0,5038.0,Used
14102,Ford Mustang,330.0,34065.0,3.0,5038.0,Used
14103,Ford Mustang,331.0,38333.0,2.0,5038.0,Used
14104,Ford Mustang,330.0,25190.0,2.0,5038.0,Used
14105,Ford Mustang,331.0,46991.0,3.0,5038.0,Used
14106,Ford Mustang,231.0,12468.0,4.0,2261.0,Used
14107,Ford Mustang,310.0,74887.0,5.0,4951.0,Used
14108,Ford Mustang,330.0,6800.0,1.0,5038.0,Employee's car
14109,Ford Mustang,331.0,38754.0,5.0,4951.0,Used
14110,Ford Mustang,331.0,55278.0,3.0,5038.0,Used
14111,Ford Mustang,331.0,26793.0,1.0,5038.0,Used
14112,Ford Mustang,331.0,27990.0,2.0,5038.0,Used
14113,Ford Mustang,338.0,27893.0,3.0,5038.0,Used
14115,Ford Mustang,331.0,60000.0,10.0,5038.0,Used
14116,Ford Mustang,310.0,51600.0,5.0,4951.0,Used
14117,Ford Mustang,228.0,51542.0,6.0,2300.0,Used
14118,Ford Mustang,331.0,14300.0,1.0,5038.0,Used
14119,Ford Mustang,338.0,25892.0,3.0,5038.0,Used
14120,Ford Mustang,338.0,1467.0,0.0,5038.0,Pre-registered
14121,Ford Mustang,213.0,5693.0,2.0,2261.0,Used
14122,Ford Mustang,213.0,42218.0,4.0,2261.0,Used
14123,Ford Mustang,331.0,45000.0,3.0,5038.0,Used
14124,Ford Mustang,331.0,15151.0,4.0,5038.0,Used
14125,Ford Mustang,228.0,64736.0,7.0,2300.0,Used
14126,Ford Mustang,310.0,14234.0,5.0,4951.0,Used
14127,Ford Mustang,232.0,67597.0,5.0,2261.0,Used
14128,Ford Mustang,308.0,64765.0,5.0,4951.0,Used
14129,Ford Mustang,338.0,10.0,0.0,5038.0,Pre-registered
14130,Ford Mustang,330.0,950.0,0.0,5038.0,Demonstration
14131,Ford Mustang,331.0,21670.0,1.0,5038.0,Used
14132,Ford Mustang,331.0,19900.0,3.0,5038.0,Used
14133,Ford Mustang,231.0,61481.0,4.0,2261.0,Used
14134,Ford Mustang,331.0,30491.0,3.0,5038.0,Used
14135,Ford Mustang,336.0,18182.0,2.0,5038.0,Used
14136,Ford Mustang,331.0,9000.0,1.0,5038.0,Used
14137,Ford Mustang,213.0,13995.0,2.0,2261.0,Used
14138,Ford Fiesta,134.0,65106.0,5.0,1496.0,Used
14139,Ford Mustang,330.0,50.0,0.0,5038.0,Pre-registered
14140,Ford Mustang,310.0,21959.0,5.0,4951.0,Used
14142,Ford Mustang,331.0,15469.0,4.0,5038.0,Used
14143,Ford Mustang,308.0,34386.0,5.0,4951.0,Used
14144,Ford Mustang,331.0,19084.0,4.0,5038.0,Used
14145,Ford Mustang,330.0,2485.0,1.0,5038.0,Used
14146,Ford Mustang,330.0,700.0,0.0,5038.0,Demonstration
14147,Ford Mustang,338.0,4850.0,1.0,5038.0,Used
14148,Ford Mustang,331.0,45623.0,3.0,5038.0,Used
14149,Ford Mustang,331.0,30450.0,4.0,5038.0,Used
14150,Ford Mustang,331.0,34197.0,4.0,5038.0,Used
14151,Ford Mustang,331.0,46245.0,3.0,5038.0,Used
14152,Ford Mustang,331.0,331.0,1.0,5038.0,Used
14153,Ford Mustang,213.0,36845.0,3.0,2261.0,Used
14154,Ford Mustang,338.0,4133.0,0.0,5038.0,Employee's car
14155,Ford Mustang,310.0,79924.0,6.0,4951.0,Used
14156,Ford Mustang,310.0,33302.0,5.0,4951.0,Used
14157,Ford Mustang,330.0,47.0,1.0,5038.0,Used
14158,Ford Mustang,213.0,32993.0,4.0,2261.0,Used
14159,Ford Mustang,331.0,39123.0,2.0,5038.0,Used
14162,Ford Mustang,331.0,23323.0,2.0,5038.0,Used
14163,Ford Mustang,231.0,63000.0,5.0,2300.0,Used
14164,Ford Focus,134.0,66200.0,3.0,1496.0,Used
14165,Ford Mustang,330.0,20.0,0.0,5038.0,Pre-registered
14166,Ford Mustang,330.0,2490.0,1.0,5038.0,Employee's car
14167,Ford Mustang,330.0,20.0,0.0,5038.0,Pre-registered
14171,Ford Mustang,338.0,14.0,0.0,5038.0,Pre-registered
14172,Ford Mustang,331.0,234.0,0.0,5031.0,Used
14173,Ford Mustang,338.0,2870.0,0.0,5038.0,Employee's car
14174,Ford Mustang,331.0,385.0,0.0,4951.0,Used
14175,Ford Fiesta,147.0,55250.0,3.0,1496.0,Used
14176,Ford Mustang,338.0,25.0,0.0,5038.0,Pre-registered
14177,Ford Mustang,151.0,85478.0,16.0,5038.0,Used
14178,Ford Mustang,330.0,10.0,0.0,5038.0,Used
14179,Ford Mustang,331.0,10.0,0.0,5038.0,Used
14180,Ford Mustang,338.0,6129.0,1.0,5038.0,Used
14181,Ford Mustang,331.0,97500.0,7.0,4951.0,Used
14182,Ford Mustang,330.0,968.0,1.0,5038.0,Used
14183,Ford Mustang,331.0,6300.0,5.0,5000.0,Used
14184,Ford Mustang,331.0,6000.0,3.0,5038.0,Used
14185,Ford Mustang,331.0,32327.0,3.0,5038.0,Used
14186,Ford Mustang,231.0,15764.0,3.0,2264.0,Used
14187,Ford Mustang,338.0,18000.0,2.0,5038.0,Used
14188,Ford Mustang,331.0,75900.0,6.0,4951.0,Used
14190,Ford Mustang,331.0,8230.0,2.0,5038.0,Used
14191,Ford Mustang,331.0,57358.0,3.0,5038.0,Used
14192,Ford Focus,184.0,133537.0,9.0,1999.0,Used
14195,Ford Mustang,331.0,40500.0,2.0,4951.0,Used
14196,Ford Mustang,331.0,46400.0,4.0,4951.0,Used
14197,Ford Mustang,310.0,95614.0,4.0,4951.0,Used
14199,Ford Mustang,331.0,61000.0,4.0,5038.0,Used
14200,Ford Mustang,310.0,23500.0,4.0,5038.0,Used
14201,Ford Mustang,233.0,31035.0,6.0,2261.0,Used
14202,Ford Mustang,331.0,49000.0,3.0,5038.0,Used
14203,Ford Mustang,331.0,7438.0,2.0,5038.0,Used
14204,Ford Mustang,224.0,33844.0,16.0,4606.0,Used
14205,Ford Mustang,227.0,105355.0,8.0,3720.0,Used
14206,Ford Mustang,335.0,37000.0,6.0,4951.0,Used
14207,Ford Mustang,331.0,33050.0,3.0,5038.0,Used
14208,Ford Mustang,331.0,37795.0,3.0,5038.0,Used
14209,Ford Mustang,331.0,42100.0,3.0,5038.0,Used
14210,Ford Mustang,338.0,21500.0,2.0,5038.0,Used
14211,Ford Mustang,331.0,57900.0,4.0,5038.0,Used
14213,Ford Mustang,310.0,16900.0,6.0,4951.0,Used
14214,Ford Mustang,310.0,46100.0,7.0,4951.0,Used
14215,Ford Mustang,336.0,19598.0,2.0,5038.0,Used
14216,Ford Mustang,330.0,17900.0,2.0,5038.0,Used
14217,Ford Mustang,338.0,12400.0,1.0,5038.0,Used
14218,Ford Mustang,231.0,51870.0,6.0,2261.0,Used
14219,Ford Focus,206.0,12250.0,3.0,2261.0,Used
14220,Ford Mustang,331.0,12980.0,1.0,5038.0,Used
14221,Ford Mustang,331.0,38024.0,3.0,5038.0,Used
14222,Ford Mustang,338.0,18683.0,2.0,5038.0,Used
14223,Ford Mustang,331.0,11020.0,2.0,4951.0,Used
14224,Ford Mustang,331.0,34000.0,3.0,5038.0,Used
14225,Ford Mustang,231.0,46994.0,7.0,2300.0,Used
14226,Ford Mustang,224.0,33000.0,14.0,4606.0,Used
14227,Ford Mustang,224.0,109000.0,16.0,5038.0,Used
14228,Ford Mustang,338.0,5000.0,1.0,5038.0,Employee's car
14229,Ford Mustang,233.0,60488.0,5.0,2261.0,Used
14230,Ford Mustang,213.0,16331.0,2.0,2261.0,Used
14231,Ford Mustang,338.0,2973.0,0.0,5038.0,Used
14232,Ford Mustang,331.0,31225.0,3.0,5038.0,Used
14233,Ford Mustang,233.0,60488.0,5.0,2261.0,Used
14234,Ford Mustang,213.0,23715.0,4.0,2261.0,Used
14235,Ford Mustang,331.0,17000.0,4.0,4951.0,Used
14236,Ford Mustang,154.0,147341.0,16.0,4009.0,Used
14237,Ford Mustang,233.0,49420.0,6.0,2261.0,Used
14238,Ford Fiesta,134.0,120000.0,8.0,1596.0,Used
14239,Ford Mustang,157.0,104816.0,12.0,4009.0,Used
14240,Ford Mustang,331.0,250.0,0.0,5038.0,Pre-registered
14241,Ford Mustang,233.0,47500.0,3.0,2261.0,Used
14242,Ford Mustang,213.0,19100.0,3.0,2261.0,Used
14244,Ford Mustang,233.0,67400.0,4.0,2261.0,Used
14245,Ford Mustang,338.0,3900.0,0.0,5038.0,Demonstration
14246,Ford Mustang,310.0,20653.0,6.0,4951.0,Used
14247,Ford Mustang,233.0,31800.0,4.0,2300.0,Used
14248,Ford Mustang,331.0,21574.0,1.0,5038.0,Employee's car
14249,Ford Mustang,331.0,20661.0,6.0,2300.0,Used
14250,Ford Mustang,336.0,26478.0,3.0,4951.0,Used
14251,Ford Mustang,331.0,1200.0,0.0,5038.0,Used
14252,Ford Mustang,232.0,69000.0,4.0,5038.0,Used
14253,Ford Mustang,331.0,50.0,0.0,5038.0,Pre-registered
14254,Ford Mustang,233.0,89000.0,5.0,2261.0,Used
14255,Ford Mustang,331.0,89000.0,9.0,4951.0,Used
14256,Ford Mustang,310.0,90000.0,5.0,4951.0,Used
14257,Ford Mustang,233.0,15000.0,7.0,2261.0,Used
14258,Ford Mustang,233.0,50100.0,5.0,2261.0,Used
14259,Ford Mustang,331.0,48000.0,9.0,5400.0,Used
14260,Ford Mustang,142.0,87078.0,20.0,3800.0,Used
14261,Ford Mustang,233.0,40000.0,4.0,2261.0,Used
14262,Ford Mustang,180.0,73683.0,7.0,2263.0,Used
14265,Ford Mustang,331.0,24000.0,9.0,5800.0,Used
14268,Ford Mustang,331.0,38000.0,9.0,5800.0,Used
14269,Ford Mustang,336.0,18208.0,3.0,5038.0,Used
14270,Ford Mustang,336.0,18208.0,3.0,5038.0,Used
14271,Ford Mustang,410.0,22608.0,12.0,5038.0,Used
14272,Ford Mustang,336.0,32257.0,3.0,5000.0,Used
14273,Ford Mustang,405.0,149528.0,17.0,4606.0,Used
14274,Ford Mustang,331.0,20000.0,6.0,5200.0,Used
14275,Ford Mustang,336.0,18208.0,3.0,5038.0,Used
14276,Ford Mustang,336.0,32257.0,3.0,5000.0,Used
14278,Ford Mustang,294.0,49000.0,11.0,5038.0,Used
14280,Ford Mustang,310.0,39165.0,7.0,4951.0,Used
14281,Ford Mustang,336.0,18208.0,3.0,5038.0,Used
14282,Ford Mustang,336.0,32000.0,2.0,5038.0,Used
14283,Ford Mustang,338.0,17900.0,4.0,5038.0,Used
14284,Ford Mustang,336.0,32000.0,2.0,5038.0,Used
14286,Ford Mustang,331.0,20000.0,6.0,5038.0,Used
14287,Ford Mustang,331.0,16300.0,3.0,5038.0,Used
14288,Ford Mustang,331.0,4140.0,1.0,4995.0,Used
14289,Ford Mustang,213.0,29875.0,2.0,2261.0,Used
14290,Ford Mustang,331.0,75000.0,6.0,4951.0,Used
14291,Ford Mustang,338.0,36000.0,3.0,4951.0,Used
14292,Ford Mustang,331.0,9500.0,12.0,5400.0,Used
14293,Ford Mustang,308.0,49000.0,7.0,4951.0,Used
14294,Ford Mustang,213.0,13936.0,4.0,2298.0,Used
14295,Ford Focus,224.0,30300.0,12.0,2521.0,Used
14297,Ford Mustang,338.0,6500.0,1.0,5038.0,Demonstration
14299,Ford Mustang,338.0,61000.0,4.0,4951.0,Used
14300,Ford Mustang,265.0,22000.0,15.0,4606.0,Used
14302,Ford Mustang,338.0,10.0,0.0,5038.0,Pre-registered
14303,Ford Mustang,336.0,18208.0,3.0,5038.0,Used
14305,Ford Mustang,331.0,26793.0,1.0,5038.0,Used
14306,Ford Mustang,231.0,78793.0,7.0,2300.0,Used
14307,Ford Mustang,224.0,68000.0,7.0,3720.0,Used
14308,Ford Mustang,308.0,51000.0,6.0,4951.0,Used
14309,Ford Mustang,331.0,26793.0,1.0,5038.0,Used
14310,Ford Mustang,224.0,157000.0,6.0,3700.0,Used
14312,Ford Mustang,331.0,0.0,5.0,5038.0,Used
14313,Ford Mustang,250.0,25990.0,15.0,5038.0,Used
14314,Ford Mustang,338.0,5.0,1.0,5000.0,Pre-registered
14315,Ford Mustang,228.0,51542.0,6.0,2300.0,Used
14316,Ford Mustang,336.0,29990.0,4.0,5038.0,Used
14317,Ford Mustang,338.0,10.0,0.0,5038.0,Pre-registered
14318,Ford Mustang,231.0,46994.0,7.0,2300.0,Used
14319,Ford Mustang,157.0,155000.0,15.0,5038.0,Used
14320,Ford Mustang,336.0,18208.0,3.0,5038.0,Used
14322,Ford Mustang,308.0,20000.0,3.0,4951.0,Used
14325,Ford Mustang,336.0,18208.0,3.0,5038.0,Used
14326,Ford Mustang,308.0,73000.0,13.0,4951.0,Used
14327,Ford Mustang,336.0,18208.0,3.0,5038.0,Used
14328,Ford Mustang,336.0,18208.0,3.0,5038.0,Used
14329,Ford Mustang,308.0,35857.0,5.0,4951.0,Used
14330,Ford Mustang,331.0,190000.0,17.0,5038.0,Used
14331,Ford Mustang,228.0,51542.0,6.0,2300.0,Used
14332,Ford Mustang,338.0,2.0,0.0,5000.0,Pre-registered
14334,Ford Mustang,336.0,18208.0,3.0,5038.0,Used
14335,Ford Mustang,331.0,21025.0,4.0,5000.0,Used
14336,Ford Mustang,338.0,5.0,0.0,5000.0,Pre-registered
14337,Ford Mustang,336.0,18208.0,3.0,5038.0,Used
14338,Ford Mustang,228.0,64736.0,7.0,2300.0,Used
14339,Ford Mustang,336.0,18208.0,3.0,5038.0,Used
14340,Ford Mustang,231.0,46994.0,7.0,2300.0,Used
14341,Ford Mustang,331.0,13900.0,3.0,5038.0,Used
14342,Ford Mustang,338.0,28000.0,3.0,5000.0,Used
14343,Ford Mustang,228.0,97810.0,6.0,2300.0,Used
14344,Ford Mustang,336.0,18208.0,3.0,5038.0,Used
14345,Ford Mustang,331.0,22000.0,1.0,2261.0,Used
14346,Ford Mustang,336.0,18208.0,3.0,5038.0,Used
14348,Ford Mustang,231.0,49000.0,4.0,2300.0,Used
14350,Ford Mustang,331.0,87000.0,5.0,4951.0,Used
14351,Ford Mustang,228.0,64736.0,7.0,2300.0,Used
14352,Ford Mustang,338.0,11500.0,0.0,5038.0,Used
14353,Ford Mustang,233.0,1000.0,4.0,2300.0,Used
